rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_name,counts,latitude,longitude
200895,nome 67413,0.56,3.426941555207586e-10,"BAIAO, PORTO",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200896,nome 47481,0.44,2.6925969362345317e-10,"PONTE DE LIMA, VIANA DO CASTELO",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200897,nome 12341,0.43,2.6314015513201105e-10,"AMARANTE, PORTO",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200898,nome 58895,0.37,2.2642292418335837e-10,"SEIXAL, SETUBAL",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200899,nome 39942,0.32,1.9582523172614777e-10,"LOUSADA, PORTO",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200900,nome 18572,0.3,1.8358615474326353e-10,"VIEIRA DO MINHO, BRAGA",df6edca01bf13388eb18528622472ecc5db99198,VI.18,VI.18,1,,
200901,nome 37573,0.26,1.5910800077749507e-10,"RESENDE, VISEU",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200902,nome 63719,0.25,1.5298846228605295e-10,"PONTA DELGADA, ILHA DE SAO MIGUEL",02aa612697c6b5e8b4a4656b13079bfb3afd8409,VII.1,VII.1,1,,
200903,nome 75267,0.25,1.5298846228605295e-10,"POVOACAO, ILHA DE SAO MIGUEL",02aa612697c6b5e8b4a4656b13079bfb3afd8409,VII.1,VII.1,1,,
200904,nome 43107,0.25,1.5298846228605295e-10,"VALONGO, PORTO",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200905,nome 38030,0.2,1.2239076982884237e-10,"MONCAO, VIANA DO CASTELO",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200906,nome 45251,0.18,1.1015169284595813e-10,"BARCELOS, BRAGA",10fa50efa959c089ecfe1a23ce7144a0423d6a8e,IV.7,IV.7,1,,
200907,nome 1199,0.04,2.447815396576847e-11,"SANTAREM, SANTAREM",55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 0746364c516c8411be095d64938625686f815012,VI.15 _&_ II.12,VI.15 _&_ II.12,2,,
200908,nome 29474,0.0199999999999818,1.2239076982873098e-11,"VILA NOVA DE FAMALICAO, BRAGA",1b7692954298513170a5ecc95335f0b9b782cde2 _&_ 0746364c516c8411be095d64938625686f815012,II.9 _&_ II.12,II.9 _&_ II.12,2,,
200909,nome 60510,1.8189894035458565e-12,1.1131375670524208e-21,"POVOA DE LANHOSO, BRAGA",df6edca01bf13388eb18528622472ecc5db99198 _&_ e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ c622603023459ffbd7d5413130ce7c1f7fa2d262 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ fd194209a0f99aecd4bd45346022d967b53f5c1f,VI.18 _&_ II.1 _&_ VI.15 _&_ II.4 _&_ II.3 _&_ II.6 _&_ II.7 _&_ II.11 _&_ VI.4 _&_ VI.6,VI.18 _&_ II.1 _&_ VI.15 _&_ II.4 _&_ II.3 _&_ II.6 _&_ II.7 _&_ II.11 _&_ VI.4 _&_ VI.6,10,,
200910,nome 51355,9.094947017729282e-13,5.565687835262104e-22,"TORRE DE MONCORVO, BRAGANCA",df6edca01bf13388eb18528622472ecc5db99198 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f _&_ 96e830420e116b9c67d7761fcd217e51d748257a,VI.18 _&_ VI.15 _&_ II.3 _&_ II.1 _&_ II.4 _&_ II.11 _&_ VI.4,VI.18 _&_ VI.15 _&_ II.3 _&_ II.1 _&_ II.4 _&_ II.11 _&_ VI.4,7,,
200911,nome 42421,4.547473508864641e-13,2.782843917631052e-22,"MONTALEGRE, VILA REAL",df6edca01bf13388eb18528622472ecc5db99198 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ ab370fec4885b95251a7e11ee2b4f24e631980e4 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f _&_ e65811276ce7923c6298b1c227ca6ef2312dd3b1,VI.18 _&_ II.7 _&_ VI.26 _&_ VI.15 _&_ II.11 _&_ X.2,VI.18 _&_ II.7 _&_ VI.26 _&_ VI.15 _&_ II.11 _&_ X.2,6,,
200912,nome 54841,2.273736754432321e-13,1.3914219588155263e-22,"CINFAES, VISEU",ec00d1395dc58b565abc70500f4602c53747efb1 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ c622603023459ffbd7d5413130ce7c1f7fa2d262 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f _&_ 0746364c516c8411be095d64938625686f815012 _&_ 96e830420e116b9c67d7761fcd217e51d748257a,VI.16 _&_ VI.18 _&_ II.3 _&_ VI.15 _&_ II.1 _&_ II.4 _&_ II.6 _&_ II.11 _&_ II.12 _&_ VI.4,VI.16 _&_ VI.18 _&_ II.3 _&_ VI.15 _&_ II.1 _&_ II.4 _&_ II.6 _&_ II.11 _&_ II.12 _&_ VI.4,10,,
200913,nome 61214,2.273736754432321e-13,1.3914219588155263e-22,"LAMEGO, VISEU",55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ ad41b397e4a0c5f926e6a3e4a67e3dbe132e9fce _&_ e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ c622603023459ffbd7d5413130ce7c1f7fa2d262 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f _&_ fd194209a0f99aecd4bd45346022d967b53f5c1f,VI.15 _&_ VI.18 _&_ II.3 _&_ II.1 _&_ II.4 _&_ II.6 _&_ II.11 _&_ VI.6,VI.15 _&_ VI.18 _&_ II.3 _&_ II.1 _&_ II.4 _&_ II.6 _&_ II.11 _&_ VI.6,8,,
