rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_name,scheme_1,counts,latitude,longitude
11,"český svaz včelařů, z.s.",58652678.7,0.0015994926435742227,Praha,7f47e535f6a0c7780f140035d44628aea91f1ab0 _&_ c2e1ca8f5042bb06a1a86388770c5b58e26ec2fd,"III.2 - Aid for private storage Chapter I, Section 3 _&_ IV.9 Aid in the apiculture sector EAGF _&_ IV.9 Aid in the apiculture sector National",Interventions in the apiculture products sector _&_ Aid in the apiculture sector,EAGF _&_ National,19,,
12,"rostěnice, a.s.",58090997.18,0.0015841752620123879,Rostěnice-Zvonovice,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ FKK Reimbursement financial discipline EAGF _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.15 Agri-environment-climate National",Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Investments in physical assets _&_ Voluntary coupled support _&_ Reimbursement financial discipline _&_ Agri-environment-climate,EAGF _&_ EAFRD _&_ National,24,,
13,zemědělsko-obchodní družstvo žichlínek,57763159.37,0.0015752349343580861,Žichlínek,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ VI.19 Animal welfare National _&_ VI.19 Animal welfare EAFRD _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.18 Areas facing natural or other specific constraints National _&_ FKK Reimbursement financial discipline EAGF _&_ VI.15 Agri-environment-climate National",Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Voluntary coupled support _&_ Investments in physical assets _&_ Areas facing natural or other specific constraints _&_ Animal welfare _&_ Agri-environment-climate _&_ Reimbursement financial discipline,EAGF _&_ EAFRD _&_ National,35,,
14,salix morava s.r.o.,57178898.18,0.0015593017920695496,Horní Moštěnice,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0 _&_ df6edca01bf13388eb18528622472ecc5db99198,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ FKK Reimbursement financial discipline EAGF _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ VI.18 Areas facing natural or other specific constraints National",Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Voluntary coupled support _&_ Reimbursement financial discipline _&_ Areas facing natural or other specific constraints,EAGF _&_ EAFRD _&_ National,15,,
15,dzs struhařov a. s.,53643984.45,0.0014629026397695454,Struhařov,96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.19 Animal welfare National _&_ VI.19 Animal welfare EAFRD _&_ VI.18 Areas facing natural or other specific constraints National _&_ FKK Reimbursement financial discipline EAGF _&_ VI.15 Agri-environment-climate National",Investments in physical assets _&_ Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Voluntary coupled support _&_ Areas facing natural or other specific constraints _&_ Agri-environment-climate _&_ Animal welfare _&_ Reimbursement financial discipline,National _&_ EAGF _&_ EAFRD,25,,
16,úsovsko agro s.r.o.,52886451.3,0.0014422442704069775,Klopina,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ VI.19 Animal welfare National _&_ VI.19 Animal welfare EAFRD _&_ FKK Reimbursement financial discipline EAGF _&_ VI.15 Agri-environment-climate National _&_ VI.18 Areas facing natural or other specific constraints National",Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Investments in physical assets _&_ Voluntary coupled support _&_ Agri-environment-climate _&_ Areas facing natural or other specific constraints _&_ Animal welfare _&_ Reimbursement financial discipline,EAGF _&_ EAFRD _&_ National,41,,
17,ovocentrum v+v s.r.o.,52352746.97,0.0014276898430798809,Valašské Meziříčí,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,"IV.3 School fruit, vegetables and milk scheme National _&_ IV.3 School fruit, vegetables and milk scheme EAGF","School fruit, vegetables and milk scheme",National _&_ EAGF,41,,
18,úněšovský statek a.s.,51359268.83,0.0014005971166826839,Úněšov,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.18 Areas facing natural or other specific constraints National _&_ VI.19 Animal welfare National _&_ VI.19 Animal welfare EAFRD _&_ FKK Reimbursement financial discipline EAGF _&_ VI.15 Agri-environment-climate National",Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Areas facing natural or other specific constraints _&_ Voluntary coupled support _&_ Agri-environment-climate _&_ Animal welfare _&_ Reimbursement financial discipline,EAGF _&_ EAFRD _&_ National,31,,
19,zopos a.s.,51343958.68,0.001400179599992231,Krchleby,96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.19 Animal welfare National _&_ VI.19 Animal welfare EAFRD _&_ VI.18 Areas facing natural or other specific constraints National _&_ VI.15 Agri-environment-climate National _&_ FKK Reimbursement financial discipline EAGF",Investments in physical assets _&_ Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Voluntary coupled support _&_ Areas facing natural or other specific constraints _&_ Agri-environment-climate _&_ Animal welfare _&_ Reimbursement financial discipline,National _&_ EAGF _&_ EAFRD,36,,
20,družstvo vlastníků půdy a majetku slavíkov (ve zkratce: dvpm,50362616.22,0.0013734178206432337,Slavíkov,96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ df6edca01bf13388eb18528622472ecc5db99198 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 0f637cc9d41072e357633b3026ef190b4f8709f0 _&_ 18d4f18a6a367d546eb169f01417e731f15f9844,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.18 Areas facing natural or other specific constraints EAFRD _&_ VI.15 Agri-environment-climate EAFRD _&_ VI.18 Areas facing natural or other specific constraints National _&_ VI.19 Animal welfare National _&_ VI.19 Animal welfare EAFRD _&_ VI.15 Agri-environment-climate National _&_ FKK Reimbursement financial discipline EAGF _&_ VI.17 Natura 2000 and Water Framework Directive payments EAFRD _&_ VI.17 Natura 2000 and Water Framework Directive payments National",Investments in physical assets _&_ Single area payment scheme _&_ Practices beneficial for climate and environment (GREENING) _&_ Voluntary coupled support _&_ Areas facing natural or other specific constraints _&_ Agri-environment-climate _&_ Animal welfare _&_ Reimbursement financial discipline _&_ Natura 2000 and Water Framework Directive payments,National _&_ EAGF _&_ EAFRD,42,,
32220,1000231194,53.41,1.4565217478003987e-09,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32221,1000072614,51.41,1.4019805851791518e-09,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32222,1000693317,50.61,1.380164120130653e-09,Velké Losiny,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32223,1000353974,47.38,1.2920801424973395e-09,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32224,1000740528,41.73,1.1380013580923168e-09,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32225,1001015509,40.25,1.0976408977525941e-09,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32226,1001064542,36.9,1.0062844503620056e-09,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32227,1000162710,35.29,9.623788144519018e-10,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32228,1000035026,28.84,7.864835649983805e-10,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32229,1000993868,27.87,7.600311011270757e-10,Horní Třešňovec,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32230,1000135160,27.23,7.425779290882768e-10,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32231,1000636674,27.23,7.425779290882768e-10,Návsí,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32232,1001138627,19.31,5.265949251081389e-10,Pacov,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32233,1000843653,18.36,5.006878728630466e-10,Měřín,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32234,1000190013,16.27,4.436923579238436e-10,Liberec,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32235,1001103980,13.53,3.6897096513273537e-10,Trutnov,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32236,1000626938,11.91,3.247926234095254e-10,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32237,1000764486,9.49,2.587978166378166e-10,,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32238,1001377818,6.41,1.7480442620109636e-10,Děčín,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
32239,1001135407,2.24,6.108610213579655e-11,Kutná Hora,0f637cc9d41072e357633b3026ef190b4f8709f0,FKK Reimbursement financial discipline EAGF,Reimbursement financial discipline,EAGF,1,,
